recommendation_shown_1,recommendation_shown_0,recommendation_shown_2,alias,model_2_id,book_id,model_0_id,decision,team,time,model_1_id
43509,76898,41370,Geumbich Hwang,Hybrid_MeanAllClassifiers,19688,model_2,recommendation_2,MannheimMiners,2021-06-12 11:27:58.308000+00:00,first
75324,66347,66347,Esther Vogt,classifier,24706,intra_bpe_hybrid,recommendation_2,DataMinerz,2021-06-25 06:47:10.919000+00:00,third
18246,28677,61804,J,third,74196,Hybrid_RS,recommendation_1,flying_chicken_wings,2021-06-24 11:46:13.378000+00:00,hybrid_learned_weights
24990,6974,7756,Duc,first,39309,Hybrid_MeanAllClassifiers,recommendation_2,DataMinerz,2021-06-14 13:23:27.317000+00:00,team404_base_model
67861,41198,35802,MR,lw_bpe_graph,45173,teamfivemodel,recommendation_2,Mine From Home,2021-06-14 19:35:30.434000+00:00,team404_base_model
8147,36404,8147,Harith,first,52053,team404_base_model,recommendation_2,D2G2,2021-06-15 12:23:38.885000+00:00,content-based_RS
15297,60250,15044,Morris,teamfivemodel,60250,Hybrid_MeanAllClassifiers,recommendation_1,MannheimMiners,2021-06-16 08:54:00.812000+00:00,first
16188,19913,14247,Moritz H,rule_based,75774,Hybrid_RS,recommendation_2,the flying chicken wings,2021-06-24 15:48:54.173000+00:00,third
10690,45801,36210,C,Hybrid_MeanAllClassifiers,76437,model_2,recommendation_2,The Dataworms,2021-06-13 13:17:46.142000+00:00,teamfivemodel
35873,65993,35873,Jonathan,lw_bpe_graph,31548,team404_base_model,recommendation_0,team404,2021-06-16 08:56:28.345000+00:00,model_2
55664,42836,22956,Duc,Hybrid_MeanAllClassifiers,17298,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 14:25:49.716000+00:00,model_2
35470,15175,38218,Marvin O.,model_2,26385,Hybrid_MeanAllClassifiers,recommendation_2,MannheimMiners,2021-06-11 20:03:54.855000+00:00,teamfivemodel
21556,24023,5703,Nazanin,team404_base_model,36157,lw_bpe_graph,recommendation_2,Dataworms,2021-06-16 15:48:18.247000+00:00,content-based_RS
36430,31965,10158,Keyvan Amiri Elyasi,intra_bpe_hybrid,39308,rule_based,recommendation_1,the dataworms,2021-06-22 15:27:35.470000+00:00,third
321,74398,57117,J,Hybrid_MeanAllClassifiers,24740,teamfivemodel,recommendation_1,flying_chicken_wings,2021-06-12 09:07:00.647000+00:00,model_2
41797,8726,24600,Keyvan Amiri Elyasi,lw_bpe_graph,29813,Hybrid_MeanAllClassifiers,recommendation_2,The Dataworms,2021-06-15 14:40:26.711000+00:00,model_2
13434,53479,71796,RR,hybrid_learned_weights,61875,intra_bpe_hybrid,recommendation_2,flying_chicken_wings,2021-06-22 15:49:04.654000+00:00,rule_based
39394,42797,51977,Morris,content-based_RS,8548,teamfivemodel,recommendation_2,MannheimMiners,2021-06-16 09:00:05.172000+00:00,lw_bpe_graph
11044,31512,67861,bbtong,team404_base_model,62115,Hybrid_MeanAllClassifiers,recommendation_1,Mine from Home,2021-06-14 17:40:59.885000+00:00,first
43813,23084,20473,Lasse,model_2,44508,Hybrid_MeanAllClassifiers,recommendation_2,team404,2021-06-13 14:28:15.461000+00:00,teamfivemodel
65038,572,49366,Morris,lw_bpe_graph,54145,content-based_RS,recommendation_1,MannheimMiners,2021-06-16 08:55:38.535000+00:00,Hybrid_MeanAllClassifiers
47098,41928,69412,seb,Hybrid_MeanAllClassifiers,15715,first,recommendation_1,D2G2,2021-06-10 07:57:33.926000+00:00,teamfivemodel
71792,21173,59986,Estelle,first,11177,model_2,recommendation_0,DataMinerz,2021-06-09 15:56:51.128000+00:00,team404_base_model
23641,23641,2912,Yueli,classifier,58820,ensemble,recommendation_2,D2G,2021-06-25 09:36:14.164000+00:00,third
67623,53253,37269,Luis,teamfivemodel,47068,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-17 15:14:01.113000+00:00,lw_bpe_graph
50826,19533,1757,Alina,first,26971,team404_base_model,recommendation_0,MineFromHome,2021-06-12 12:53:13.218000+00:00,Hybrid_MeanAllClassifiers
45495,58556,40104,seb,team404_base_model,3696,model_2,recommendation_2,D2G2,2021-06-10 07:37:53.009000+00:00,teamfivemodel
14421,414,37255,C,teamfivemodel,75882,first,recommendation_0,The Dataworms,2021-06-13 12:45:03.023000+00:00,team404_base_model
46014,57012,58019,DHhttps://assets.thalia.media/img/artikel/4e80fb45ad0876084a7f97819dda815fd0eac434-00-00.jpeg,third,40692,ensemble,recommendation_2,D2G2,2021-06-25 09:29:01.133000+00:00,classifier
50390,33216,50390,DP,content-based_RS,40017,model_2,recommendation_2,MannheimMiners,2021-06-16 15:47:48.012000+00:00,teamfivemodel
72505,25666,2026,seb,teamfivemodel,26222,team404_base_model,recommendation_0,D2G2,2021-06-10 07:43:03.960000+00:00,first
2708,2708,61764,Zhuoyan,team404_base_model,17998,content-based_RS,recommendation_1,The Dataworms,2021-06-15 13:53:08.302000+00:00,first
74006,54254,74006,Alina,intra_bpe_hybrid,31015,rule_based,recommendation_1,MineFromHome,2021-06-22 14:19:44.580000+00:00,hybrid_learned_weights
25032,11244,73192,DP,content-based_RS,66324,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-16 15:52:03.831000+00:00,model_2
49691,78793,73227,TimG,model_2,66224,teamfivemodel,recommendation_1,DataMinerz,2021-06-14 14:55:37.854000+00:00,Hybrid_MeanAllClassifiers
13328,43644,69426,Esther Vogt,hybrid_learned_weights,63457,intra_bpe_hybrid,recommendation_1,DataMinerz,2021-06-25 06:49:59.073000+00:00,third
13097,67610,49538,Daniel,rule_based,62454,classifier,recommendation_2,MineFromHome,2021-06-22 09:41:59.850000+00:00,third
39679,37014,12177,Zhuoyan,teamfivemodel,59649,Hybrid_MeanAllClassifiers,recommendation_0,The Dataworms,2021-06-15 13:15:03.344000+00:00,team404_base_model
18756,63548,64463,J,Hybrid_RS,10307,intra_bpe_hybrid,recommendation_1,flying_chicken_wings,2021-06-24 11:44:43.475000+00:00,rule_based
37830,36970,11426,Zhuoyan,Hybrid_MeanAllClassifiers,50701,team404_base_model,recommendation_2,The Dataworms,2021-06-15 13:54:31.689000+00:00,first
13443,19171,54152,Tim Bleil,model_2,35418,content-based_RS,recommendation_2,DataMinerz,2021-06-15 12:01:52.929000+00:00,Hybrid_MeanAllClassifiers
37955,37955,9515,DP,team404_base_model,29708,content-based_RS,recommendation_1,MannheimMiners,2021-06-16 16:05:55.107000+00:00,first
10924,16265,40081,Morris,first,31439,teamfivemodel,recommendation_1,MannheimMiners,2021-06-16 08:57:39.031000+00:00,Hybrid_MeanAllClassifiers
56988,5553,21029,roma,intra_bpe_hybrid,63908,hybrid_learned_weights,recommendation_0,flying chicken wings,2021-06-24 11:31:52.467000+00:00,third
74916,77191,3202,bechtify,team404_base_model,77524,teamfivemodel,recommendation_0,MannheimMiners,2021-06-16 07:20:22.099000+00:00,lw_bpe_graph
31200,27486,73958,Angie,model_2,56300,Hybrid_MeanAllClassifiers,recommendation_0,D2G2,2021-06-09 18:56:47.575000+00:00,teamfivemodel
35927,18294,50906,Jonathan B,Hybrid_MeanAllClassifiers,1954,model_2,recommendation_0,DataMinerz,2021-06-14 13:15:36.151000+00:00,teamfivemodel
17240,38084,8326,Zhuoyan,team404_base_model,17240,first,recommendation_1,The Dataworms,2021-06-13 08:56:56.045000+00:00,Hybrid_MeanAllClassifiers
26452,59938,27021,Niklas,first,4890,Hybrid_MeanAllClassifiers,recommendation_2,DataMinerz,2021-06-08 10:07:18.722000+00:00,team404_base_model
71005,55673,71005,DP,first,12311,team404_base_model,recommendation_1,MannheimMiners,2021-06-16 16:07:56.024000+00:00,teamfivemodel
44362,45820,45820,Harith,rule_based,38760,intra_bpe_hybrid,recommendation_2,D2G2,2021-06-25 01:16:25.905000+00:00,hybrid_learned_weights
5333,4686,53086,Alina,model_2,55488,Hybrid_MeanAllClassifiers,recommendation_2,MineFromHome,2021-06-12 12:27:07.345000+00:00,team404_base_model
39427,74981,39427,bbtong,lw_bpe_graph,67506,team404_base_model,recommendation_1,Mine From Home,2021-06-17 10:32:21.515000+00:00,content-based_RS
50437,3977,30496,Niklas,teamfivemodel,55154,first,recommendation_1,DataMinerz,2021-06-08 12:20:44.568000+00:00,team404_base_model
46774,6557,50040,Jonathan B,team404_base_model,30873,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 13:16:35.020000+00:00,Hybrid_MeanAllClassifiers
3734,3734,41382,Niklas,Hybrid_MeanAllClassifiers,42531,model_2,recommendation_0,DataMinerz,2021-06-08 10:09:18.579000+00:00,teamfivemodel
32502,6852,61235,Jonathan B,teamfivemodel,47549,Hybrid_MeanAllClassifiers,recommendation_2,DataMinerz,2021-06-14 13:18:35.034000+00:00,model_2
25805,58397,25750,Harith,rule_based,11595,third,recommendation_0,D2G2,2021-06-25 01:30:00.462000+00:00,ensemble
38469,7888,58019,Daniel,third,40692,hybrid_learned_weights,recommendation_0,MineFromHome,2021-06-22 09:09:11.923000+00:00,rule_based
32556,19103,26483,Jerome,Hybrid_RS,31439,intra_bpe_hybrid,recommendation_2,team404,2021-06-23 10:22:06.816000+00:00,third
45772,58436,516,Daniel,rule_based,62162,Hybrid_RS,recommendation_1,MineFromHome,2021-06-22 09:59:28.726000+00:00,intra_bpe_hybrid
24774,8117,31168,Lasse,model_2,64237,Hybrid_MeanAllClassifiers,recommendation_0,team404,2021-06-13 14:28:45.845000+00:00,first
41605,60872,70171,DP,Hybrid_MeanAllClassifiers,47192,model_2,recommendation_0,MannheimMiners,2021-06-16 15:56:17.165000+00:00,team404_base_model
28313,22991,62211,Caioo,first,65903,model_2,recommendation_1,flying_chicken_wings,2021-06-15 13:12:05.497000+00:00,teamfivemodel
26146,19533,26146,Moritz H,first,59750,team404_base_model,recommendation_1,the flying chicken wings,2021-06-15 10:22:02.693000+00:00,model_2
12798,63157,29675,gbodnya,first,20852,team404_base_model,recommendation_2,flying chicken wings,2021-06-12 21:27:45.736000+00:00,Hybrid_MeanAllClassifiers
59286,46758,33081,Jakob,classifier,72855,intra_bpe_hybrid,recommendation_0,DataMinerz,2021-06-21 17:28:09.512000+00:00,rule_based
36835,78440,15740,Geumbich Hwang,Hybrid_MeanAllClassifiers,8208,first,recommendation_0,MannheimMiners,2021-06-12 11:31:59.579000+00:00,team404_base_model
47451,11253,49101,MarBoe,team404_base_model,78303,lw_bpe_graph,recommendation_0,MannheimMiners,2021-06-16 15:29:59.204000+00:00,model_2
65813,10997,57644,roma,hybrid_learned_weights,1777,third,recommendation_2,flying chicken wings,2021-06-24 11:41:06.859000+00:00,rule_based
11421,37867,52531,Keyvan Amiri Elyasi,first,73203,Hybrid_MeanAllClassifiers,recommendation_1,The Dataworms,2021-06-15 14:37:42.157000+00:00,content-based_RS
5233,66333,28125,Keyvan Amiri Elyasi,teamfivemodel,74105,model_2,recommendation_0,The Dataworms,2021-06-13 14:35:15.693000+00:00,Hybrid_MeanAllClassifiers
21803,35415,18238,Lars,team404_base_model,74389,first,recommendation_1,team404,2021-06-16 08:48:35.515000+00:00,model_2
50258,988,4288,Harith,hybrid_learned_weights,50313,classifier,recommendation_2,D2G2,2021-06-22 01:05:49.692000+00:00,intra_bpe_hybrid
32268,17513,41748,gbodnya,content-based_RS,14640,Hybrid_MeanAllClassifiers,recommendation_2,flying chicken wings,2021-06-23 19:45:59.056000+00:00,first
26607,41884,26539,Duc,classifier,35720,rule_based,recommendation_1,DataMinerz,2021-06-25 10:49:00.444000+00:00,hybrid_learned_weights
74449,45985,67445,Geumbich Hwang,teamfivemodel,24554,content-based_RS,recommendation_0,MannheimMiners,2021-06-16 07:17:51.640000+00:00,team404_base_model
25974,19720,68891,Jakob,first,41090,teamfivemodel,recommendation_2,DataMinerz,2021-06-21 17:12:23.301000+00:00,Hybrid_MeanAllClassifiers
4307,9771,19496,Jonathan B,model_2,4690,team404_base_model,recommendation_0,DataMinerz,2021-06-14 13:20:02.759000+00:00,first
18890,22702,23934,Zhuoyan,Hybrid_MeanAllClassifiers,10789,first,recommendation_1,The Dataworms,2021-06-15 13:20:00.334000+00:00,model_2
11129,406,37852,Keyvan Amiri Elyasi,teamfivemodel,20388,model_2,recommendation_2,The Dataworms,2021-06-13 10:02:32.085000+00:00,team404_base_model
46326,1855,40097,Keyvan Amiri Elyasi,team404_base_model,64509,first,recommendation_2,The Dataworms,2021-06-15 14:17:21.880000+00:00,model_2
48669,19761,77708,Nazanin,model_2,21497,Hybrid_MeanAllClassifiers,recommendation_0,Dataworms,2021-06-13 08:56:25.532000+00:00,first
72285,75892,54665,Farida,first,76762,model_2,recommendation_1,DataMinerz,2021-06-14 14:57:35.323000+00:00,Hybrid_MeanAllClassifiers
61440,29355,43385,Niklas,team404_base_model,1822,model_2,recommendation_0,DataMinerz,2021-06-09 11:16:26.584000+00:00,Hybrid_MeanAllClassifiers
74020,76028,59843,J,third,46931,intra_bpe_hybrid,recommendation_1,flying_chicken_wings,2021-06-24 11:39:31.509000+00:00,classifier
59647,27790,58422,roma,third,18479,ensemble,recommendation_2,flying chicken wings,2021-06-24 12:08:51.898000+00:00,Hybrid_RS
47762,78220,16217,DP,content-based_RS,64517,teamfivemodel,recommendation_1,MannheimMiners,2021-06-16 15:54:32.394000+00:00,team404_base_model
30238,9009,53801,roma,Hybrid_RS,31728,third,recommendation_1,flying chicken wings,2021-06-24 11:48:09.794000+00:00,classifier
59851,52385,41670,Nazanin,content-based_RS,27491,first,recommendation_0,Dataworms,2021-06-16 15:55:13.068000+00:00,Hybrid_MeanAllClassifiers
4302,19533,42012,DH,hybrid_learned_weights,34670,ensemble,recommendation_2,D2G2,2021-06-25 09:36:59.649000+00:00,intra_bpe_hybrid
57164,23135,69145,Yueli,first,22313,teamfivemodel,recommendation_2,D2G2,2021-06-15 12:39:05.176000+00:00,Hybrid_MeanAllClassifiers
63932,38851,74789,Alina,rule_based,60250,third,recommendation_2,MineFromHome,2021-06-22 14:24:09.317000+00:00,hybrid_learned_weights
25866,32451,44917,RR,Hybrid_RS,44214,classifier,recommendation_1,flying_chicken_wings,2021-06-22 15:44:57.743000+00:00,hybrid_learned_weights
43813,14421,73868,Mimimi,model_2,41447,team404_base_model,recommendation_2,The Dataworms,2021-06-12 13:04:40.271000+00:00,teamfivemodel
21297,54274,43729,gbodnya,first,63855,teamfivemodel,recommendation_2,flying chicken wings,2021-06-12 13:59:51.336000+00:00,team404_base_model
64509,40149,56921,RR,classifier,67630,third,recommendation_0,flying_chicken_wings,2021-06-22 15:39:06.540000+00:00,intra_bpe_hybrid
40294,12175,66672,Guszti,Hybrid_RS,14015,intra_bpe_hybrid,recommendation_2,flying chicken wings,2021-06-22 17:52:48.244000+00:00,hybrid_learned_weights
43585,37506,56991,C,first,61593,model_2,recommendation_1,The Dataworms,2021-06-15 13:20:57.767000+00:00,lw_bpe_graph
75873,59224,72749,Angie,team404_base_model,35094,teamfivemodel,recommendation_2,D2G2,2021-06-09 19:19:05.685000+00:00,model_2
38963,67360,38047,Daniel,third,34939,rule_based,recommendation_1,MineFromHome,2021-06-22 09:37:47.319000+00:00,classifier
57394,15666,6069,Jonathan,team404_base_model,78480,teamfivemodel,recommendation_1,team404,2021-06-11 13:40:16.954000+00:00,first
10940,32405,54372,Keyvan Amiri Elyasi,teamfivemodel,17348,Hybrid_MeanAllClassifiers,recommendation_0,The Dataworms,2021-06-13 09:09:09.462000+00:00,first
44866,44866,15920,J,hybrid_learned_weights,32109,Hybrid_RS,recommendation_2,flying_chicken_wings,2021-06-22 15:27:53.129000+00:00,intra_bpe_hybrid
34297,5409,29523,LF,model_2,9424,teamfivemodel,recommendation_2,D2G2,2021-06-10 21:50:43.198000+00:00,Hybrid_MeanAllClassifiers
42836,31838,25036,Nazanin,Hybrid_MeanAllClassifiers,67085,teamfivemodel,recommendation_1,Dataworms,2021-06-13 08:52:26.219000+00:00,first
61614,35945,67631,Farida,team404_base_model,73552,model_2,recommendation_1,DataMinerz,2021-06-10 19:07:13.717000+00:00,Hybrid_MeanAllClassifiers
29118,21310,9832,Keyvan Amiri Elyasi,model_2,37998,team404_base_model,recommendation_1,The Dataworms,2021-06-13 09:16:39.954000+00:00,teamfivemodel
12104,51654,18006,Angie,teamfivemodel,29217,Hybrid_MeanAllClassifiers,recommendation_1,D2G2,2021-06-09 19:04:23.473000+00:00,team404_base_model
66364,16338,77547,Guszti,classifier,75539,rule_based,recommendation_1,flying chicken wings,2021-06-22 17:48:20.353000+00:00,intra_bpe_hybrid
5790,65236,21325,J,lw_bpe_graph,30446,team404_base_model,recommendation_1,flying_chicken_wings,2021-06-19 13:33:53.227000+00:00,model_2
32565,28480,42743,Caioo,Hybrid_MeanAllClassifiers,13014,model_2,recommendation_1,flying_chicken_wings,2021-06-12 12:50:42.968000+00:00,first
64433,36017,24117,Moritz H,Hybrid_MeanAllClassifiers,3857,first,recommendation_2,the flying chicken wings,2021-06-15 10:44:07.109000+00:00,model_2
37357,19466,8369,Jerome,team404_base_model,56782,Hybrid_MeanAllClassifiers,recommendation_0,team404,2021-06-14 16:17:41.711000+00:00,teamfivemodel
40081,28406,6999,Tim Bleil,model_2,13056,Hybrid_MeanAllClassifiers,recommendation_0,DataMinerz,2021-06-14 12:44:22.570000+00:00,teamfivemodel
38432,49410,70451,Mimimi,team404_base_model,16190,teamfivemodel,recommendation_1,The Dataworms,2021-06-15 09:47:53.768000+00:00,Hybrid_MeanAllClassifiers
29382,14526,74846,C,team404_base_model,28853,teamfivemodel,recommendation_2,The Dataworms,2021-06-13 13:08:31.935000+00:00,first
445,5658,56988,Moritz H,Hybrid_MeanAllClassifiers,49479,team404_base_model,recommendation_1,the flying chicken wings,2021-06-15 10:45:34.635000+00:00,model_2
48418,17921,47509,bbtong,teamfivemodel,11253,model_2,recommendation_1,Mine From Home,2021-06-19 13:35:25.460000+00:00,first
38005,38005,38005,seb,classifier,13269,intra_bpe_hybrid,recommendation_0,D2G2,2021-06-23 08:06:23.927000+00:00,hybrid_learned_weights
60158,42394,42394,seb,third,75251,intra_bpe_hybrid,recommendation_1,D2G2,2021-06-23 08:18:31.114000+00:00,classifier
75696,8452,5293,Yueli,classifier,39508,Hybrid_RS,recommendation_0,D2G2,2021-06-22 10:56:29.039000+00:00,intra_bpe_hybrid
50455,5953,12707,CC,lw_bpe_graph,25209,model_2,recommendation_1,	The Dataworms,2021-06-15 12:43:37.537000+00:00,teamfivemodel
74916,63420,55200,Jakob,third,77524,rule_based,recommendation_0,DataMinerz,2021-06-21 19:25:35.382000+00:00,classifier
9265,20999,65811,TimG,model_2,51443,team404_base_model,recommendation_1,DataMinerz,2021-06-14 13:52:52.057000+00:00,first
44125,67469,21353,Simon,Hybrid_MeanAllClassifiers,54586,model_2,recommendation_2,MineFromHome,2021-06-14 18:34:08.518000+00:00,first
21026,31647,2969,Moritz H,Hybrid_RS,75345,intra_bpe_hybrid,recommendation_1,the flying chicken wings,2021-06-24 15:47:09.369000+00:00,ensemble
58884,41485,72628,Mimimi,teamfivemodel,12970,model_2,recommendation_2,The Dataworms,2021-06-15 13:06:15.736000+00:00,lw_bpe_graph
42031,39152,9763,Marvin O.,model_2,39864,teamfivemodel,recommendation_0,MannheimMiners,2021-06-11 19:16:01.107000+00:00,team404_base_model
74788,61364,36843,gbodnya,team404_base_model,11603,Hybrid_MeanAllClassifiers,recommendation_1,flying chicken wings,2021-06-12 14:11:48.282000+00:00,first
39555,27087,43089,Daniel,team404_base_model,19717,Hybrid_MeanAllClassifiers,recommendation_0,MineFromHome,2021-06-15 07:24:39.021000+00:00,first
15757,5509,14228,Yueli,hybrid_learned_weights,65307,rule_based,recommendation_1,D2G2,2021-06-22 10:56:12.033000+00:00,intra_bpe_hybrid
55522,76100,3661,Mimimi,ensemble,14883,hybrid_learned_weights,recommendation_2,The dataworms,2021-06-25 08:40:02.243000+00:00,third
13335,60126,66277,Harith,model_2,72231,teamfivemodel,recommendation_0,D2G2,2021-06-15 12:58:07.221000+00:00,first
64655,46382,6015,,Hybrid_MeanAllClassifiers,59734,teamfivemodel,recommendation_2,,2021-06-09 18:30:46.840000+00:00,model_2
18521,69023,65806,Morris,first,51133,team404_base_model,recommendation_1,MannheimMiners,2021-06-16 15:04:54.460000+00:00,Hybrid_MeanAllClassifiers
20914,9062,9062,Guszti,teamfivemodel,12075,model_2,recommendation_1,flying chicken wings,2021-06-12 09:21:17.559000+00:00,Hybrid_MeanAllClassifiers
57005,34940,64499,Niklas,content-based_RS,42184,teamfivemodel,recommendation_1,DataMinerz,2021-06-15 12:34:56.696000+00:00,model_2
15802,39142,48676,roma,Hybrid_RS,66903,intra_bpe_hybrid,recommendation_1,flying chicken wings,2021-06-24 11:37:34.081000+00:00,hybrid_learned_weights
1424,54447,7756,Yueli,classifier,39309,third,recommendation_1,D2G2,2021-06-25 19:41:36.577000+00:00,rule_based
56375,74416,5918,Alina,third,20234,Hybrid_RS,recommendation_1,MineFromHome,2021-06-22 14:21:59.389000+00:00,intra_bpe_hybrid
3308,31129,16995,Caioo,Hybrid_MeanAllClassifiers,77200,first,recommendation_2,flying_chicken_wings,2021-06-12 12:44:35.517000+00:00,model_2
72038,54531,72502,Duc,Hybrid_MeanAllClassifiers,53717,teamfivemodel,recommendation_2,DataMinerz,2021-06-14 14:24:17.231000+00:00,team404_base_model
2178,13452,22436,seb,first,59102,model_2,recommendation_0,D2G2,2021-06-10 07:42:37.312000+00:00,Hybrid_MeanAllClassifiers
53523,41316,53523,Guszti,rule_based,4822,Hybrid_RS,recommendation_0,flying chicken wings,2021-06-22 17:46:47.980000+00:00,intra_bpe_hybrid
6127,52107,20390,Daniel,Hybrid_RS,66750,third,recommendation_2,MineFromHome,2021-06-22 09:13:01.942000+00:00,classifier
31917,7935,31917,Duc,third,59821,Hybrid_RS,recommendation_0,DataMinerz,2021-06-25 10:40:58.497000+00:00,ensemble
40965,56103,13033,Lars,first,38840,model_2,recommendation_1,team404,2021-06-16 08:36:26.693000+00:00,lw_bpe_graph
64474,70291,54935,Alina,first,24218,team404_base_model,recommendation_2,MineFromHome,2021-06-12 12:27:30.835000+00:00,Hybrid_MeanAllClassifiers
29971,66933,22645,RR,third,25049,rule_based,recommendation_1,flying_chicken_wings,2021-06-24 13:11:15.759000+00:00,ensemble
52445,72332,24380,Duc,team404_base_model,48231,teamfivemodel,recommendation_1,DataMinerz,2021-06-14 14:04:31.088000+00:00,model_2
66749,11909,18685,MarBoe,first,18224,Hybrid_MeanAllClassifiers,recommendation_0,MannheimMiners,2021-06-14 08:00:34.476000+00:00,team404_base_model
52807,52807,43532,roma,teamfivemodel,53003,first,recommendation_1,flying chicken wings,2021-06-13 09:06:34.362000+00:00,model_2
35674,13239,51510,Niklas,team404_base_model,71112,Hybrid_MeanAllClassifiers,recommendation_0,DataMinerz,2021-06-08 12:21:44.671000+00:00,first
43105,19651,56094,seb,model_2,37731,first,recommendation_0,D2G2,2021-06-10 07:42:20.819000+00:00,teamfivemodel
8202,8252,70131,Marvin O.,first,71784,teamfivemodel,recommendation_2,MannheimMiners,2021-06-11 19:59:19.691000+00:00,Hybrid_MeanAllClassifiers
12784,17748,16586,Daniel,lw_bpe_graph,2706,Hybrid_MeanAllClassifiers,recommendation_0,MineFromHome,2021-06-14 21:31:31.117000+00:00,first
48781,26363,37723,RR,Hybrid_RS,58847,hybrid_learned_weights,recommendation_0,flying_chicken_wings,2021-06-24 12:49:54.385000+00:00,third
67403,27408,73448,Jakob,classifier,31571,hybrid_learned_weights,recommendation_0,DataMinerz,2021-06-21 19:53:10.732000+00:00,intra_bpe_hybrid
35440,29009,15064,bechtify,model_2,23132,Hybrid_MeanAllClassifiers,recommendation_2,MannheimMiners,2021-06-15 07:18:12.246000+00:00,team404_base_model
52518,45293,49304,Sascha,team404_base_model,71036,Hybrid_MeanAllClassifiers,recommendation_2,team404,2021-06-09 13:27:21.599000+00:00,first
37986,43518,53151,Farida,team404_base_model,1680,teamfivemodel,recommendation_1,DataMinerz,2021-06-14 14:36:31.527000+00:00,Hybrid_MeanAllClassifiers
12091,65489,50072,DP,lw_bpe_graph,17617,model_2,recommendation_2,MannheimMiners,2021-06-16 15:50:36.311000+00:00,content-based_RS
20436,25440,66145,Tim Bleil,teamfivemodel,24087,Hybrid_MeanAllClassifiers,recommendation_1,DataMinerz,2021-06-14 12:45:20.565000+00:00,model_2
40011,45061,4728,Mimimi,hybrid_learned_weights,35947,intra_bpe_hybrid,recommendation_1,The dataworms,2021-06-25 08:38:09.088000+00:00,ensemble
68188,36835,11649,Iris,lw_bpe_graph,15949,team404_base_model,recommendation_0,MineFromHome,2021-06-14 17:22:28.437000+00:00,teamfivemodel
32111,68828,39104,Keyvan Amiri Elyasi,lw_bpe_graph,11378,model_2,recommendation_1,The Dataworms,2021-06-15 12:34:35.043000+00:00,first
2516,10009,10009,roma,rule_based,60056,third,recommendation_0,flying chicken wings,2021-06-24 11:39:28.394000+00:00,hybrid_learned_weights
2121,2121,56794,Keyvan Amiri Elyasi,Hybrid_MeanAllClassifiers,56794,teamfivemodel,recommendation_1,The Dataworms,2021-06-15 13:35:23.135000+00:00,first
43504,58181,57993,DH,third,29448,Hybrid_RS,recommendation_1,D2G2,2021-06-25 09:34:47.032000+00:00,hybrid_learned_weights
440,47986,22802,Farida,first,79016,Hybrid_MeanAllClassifiers,recommendation_2,DataMinerz,2021-06-10 16:51:14.355000+00:00,model_2
75220,65077,44085,TimG,model_2,21536,Hybrid_MeanAllClassifiers,recommendation_1,DataMinerz,2021-06-09 14:28:40.736000+00:00,teamfivemodel
64655,46382,6015,,Hybrid_MeanAllClassifiers,59734,teamfivemodel,recommendation_2,,2021-06-09 18:30:29.304000+00:00,model_2
42835,11689,73729,Esther Vogt,hybrid_learned_weights,77952,rule_based,recommendation_2,DataMinerz,2021-06-25 12:36:12.732000+00:00,Hybrid_RS
48035,54583,12868,Jakob,hybrid_learned_weights,14895,classifier,recommendation_1,DataMinerz,2021-06-21 19:46:50.841000+00:00,intra_bpe_hybrid
9626,63695,63695,Alina,model_2,9626,first,recommendation_0,MineFromHome,2021-06-12 12:28:55.595000+00:00,Hybrid_MeanAllClassifiers
49966,56382,34764,Guszti,model_2,7201,team404_base_model,recommendation_1,flying chicken wings,2021-06-12 09:13:11.691000+00:00,Hybrid_MeanAllClassifiers
69718,33615,28634,Esther Vogt,Hybrid_RS,58605,third,recommendation_1,DataMinerz,2021-06-25 06:48:47.479000+00:00,hybrid_learned_weights
40101,33905,70365,Morris,model_2,17348,teamfivemodel,recommendation_0,MannheimMiners,2021-06-16 08:56:15.773000+00:00,team404_base_model
25802,46075,35604,Keyvan Amiri Elyasi,intra_bpe_hybrid,21281,Hybrid_RS,recommendation_1,the dataworms,2021-06-22 08:54:02.697000+00:00,hybrid_learned_weights
59712,59746,67107,Guszti,first,41116,teamfivemodel,recommendation_2,flying chicken wings,2021-06-12 09:12:11.330000+00:00,model_2
61545,18119,61545,Geumbich Hwang,model_2,4822,lw_bpe_graph,recommendation_1,MannheimMiners,2021-06-16 07:33:44.273000+00:00,first
34528,24245,65242,Harith,hybrid_learned_weights,37531,ensemble,recommendation_1,D2G2,2021-06-25 01:40:43.707000+00:00,Hybrid_RS
4586,5089,76836,Keyvan Amiri Elyasi,team404_base_model,43701,model_2,recommendation_1,The Dataworms,2021-06-13 08:47:10.562000+00:00,teamfivemodel
50382,41847,13647,Caioo,hybrid_learned_weights,59032,classifier,recommendation_0,flying_chicken_wings,2021-06-22 13:20:13.961000+00:00,third
36476,69803,78353,Duc,Hybrid_MeanAllClassifiers,67848,teamfivemodel,recommendation_0,DataMinerz,2021-06-14 14:30:54.360000+00:00,team404_base_model
